,cocacola,logistic_water,logistic_soda,case
01R71078141,True,True,False,Case 1
01R71078142,True,True,False,Case 1
01R71078144,True,True,False,Case 1
01R71078145,True,True,False,Case 1
01R71078147,True,True,False,Case 1
01R71078148,True,True,False,Case 1
01R71078149,True,False,True,Case 1
01R71078160,True,False,True,Case 1
01R71078162,True,False,True,Case 1
01R71078176,True,True,False,Case 1
01R71078178,True,True,False,Case 1
01R71078180,True,True,False,Case 1
01R71078181,True,True,False,Case 1
01R71078185,True,True,False,Case 1
01R71078190,True,True,False,Case 1
01R71078191,True,False,True,Case 1
01R71078193,True,True,False,Case 1
01R71078195,True,True,False,Case 1
01R71078196,True,True,False,Case 1
01R71078199,True,False,True,Case 1
01R71078203,True,False,True,Case 1
01R71078204,True,False,True,Case 1
01R71078205,True,True,False,Case 1
01R71078210,True,True,False,Case 1
01R71078211,True,True,False,Case 1
01R71078213,True,True,False,Case 1
01R71078215,True,True,False,Case 1
01R71078216,True,True,False,Case 1
01R71078217,True,True,False,Case 1
01R71078218,True,True,False,Case 1
01R71078219,True,False,True,Case 1
01R71078220,True,False,True,Case 1
01R71078222,True,False,True,Case 1
01R71078224,True,True,False,Case 1
01R71078226,True,True,False,Case 1
01R71078229,True,True,False,Case 1
01R71078230,True,True,False,Case 1
01R71078233,True,False,True,Case 1
01R71078236,True,False,True,Case 1
01R71078237,True,False,True,Case 1
01R71078239,True,True,False,Case 1
01R71078240,True,True,False,Case 1
01R71078241,True,False,True,Case 1
01R71078243,True,False,True,Case 1
01R71078244,True,True,False,Case 1
01R71078252,True,True,False,Case 1
01R71078253,True,True,False,Case 1
01R71078254,True,False,True,Case 1
01R71078274,True,True,False,Case 1
01R71078276,True,True,False,Case 1
01R71078279,True,True,False,Case 1
01R71078280,True,False,True,Case 1
01R71078282,True,True,False,Case 1
01R71078283,True,True,False,Case 1
01R71078284,True,True,False,Case 1
01R71078285,True,True,False,Case 1
01R71078288,True,False,True,Case 1
01R71078291,True,False,True,Case 1
01R71078292,True,True,False,Case 1
01R71078294,True,False,True,Case 1
01R71078295,True,False,True,Case 1
01R71078296,True,True,False,Case 1
01R71078297,True,False,True,Case 1
01R71078298,True,True,False,Case 1
01R71078299,True,True,False,Case 1
01R71078305,True,True,False,Case 1
01R71078306,True,False,True,Case 1
01R71078308,True,False,True,Case 1
01R71078310,True,False,True,Case 1
01R71078311,True,False,True,Case 1
01R71078312,True,False,True,Case 1
01R71078313,True,False,True,Case 1
01R71078315,True,False,True,Case 1
01R71078318,True,False,True,Case 1
01R71078320,True,True,False,Case 1
01R71078324,True,True,False,Case 1
01R71078325,True,False,True,Case 1
01R71078326,True,False,True,Case 1
01R71078327,True,False,True,Case 1
01R71078328,True,False,True,Case 1
01R71078329,True,False,True,Case 1
01R71078330,True,False,True,Case 1
01R71078333,True,True,False,Case 1
01R71078337,True,True,False,Case 1
01R71078339,True,False,True,Case 1
01R71078340,True,True,False,Case 1
01R71078341,True,True,False,Case 1
01R71078342,True,False,True,Case 1
01R71078344,True,False,True,Case 1
01R71078345,True,True,False,Case 1
01R71078347,True,False,True,Case 1
01R71078366,True,True,False,Case 1
01R71078367,True,True,False,Case 1
01R71078369,True,False,True,Case 1
01R71078370,True,True,False,Case 1
01R71078373,True,True,False,Case 1
01R71078376,True,True,False,Case 1
01R71078382,True,True,False,Case 1
01R71078383,True,True,False,Case 1
01R71078384,True,True,False,Case 1
01R71078385,True,False,True,Case 1
01R71078392,True,True,False,Case 1
01R71078393,True,True,False,Case 1
01R71078394,True,True,False,Case 1
01R71078395,True,False,True,Case 1
01R71078396,True,False,True,Case 1
01R71078397,True,True,False,Case 1
01R71078398,True,True,False,Case 1
01R71078400,True,True,False,Case 1
01R71078401,True,True,False,Case 1
01R71078402,True,True,False,Case 1
01R71078403,True,True,False,Case 1
01R71078404,True,True,False,Case 1
01R71078408,True,True,False,Case 1
01R71078409,True,False,True,Case 1
01R71078410,True,False,True,Case 1
01R71078415,True,True,False,Case 1
01R71078416,True,True,False,Case 1
01R71078419,True,True,False,Case 1
01R71078421,True,False,True,Case 1
01R71078422,True,False,True,Case 1
01R71078423,True,False,True,Case 1
01R71078425,True,True,False,Case 1
01R71078426,True,False,True,Case 1
01R71078428,True,False,True,Case 1
01R71078430,True,True,False,Case 1
01R71078431,True,False,True,Case 1
01R71078432,True,True,False,Case 1
01R71078433,True,False,True,Case 1
01R71078435,True,True,False,Case 1
01R71078436,True,True,False,Case 1
01R71078437,True,True,False,Case 1
01R71078444,True,False,True,Case 1
01R71078452,True,False,True,Case 1
01R71078453,True,False,True,Case 1
01R71078465,True,True,False,Case 1
01R71078466,True,True,False,Case 1
01R71078467,True,False,True,Case 1
01R71078468,True,True,False,Case 1
01R71078469,True,False,False,Case 2
01R71078470,True,False,True,Case 1
01R71078471,True,True,False,Case 1
01R71078474,True,True,False,Case 1
01R71078475,True,True,False,Case 1
01R71078477,True,True,False,Case 1
01R71078478,True,False,True,Case 1
01R71078479,True,True,False,Case 1
01R71078481,True,True,False,Case 1
01R71078483,True,True,False,Case 1
01R71078487,True,True,False,Case 1
01R71078488,True,False,True,Case 1
01R71078489,True,True,False,Case 1
01R71078490,True,False,True,Case 1
01R71078491,True,True,False,Case 1
01R71078492,True,True,False,Case 1
01R71078493,True,False,True,Case 1
01R71078494,True,True,False,Case 1
01R71078495,True,False,True,Case 1
01R71078496,True,True,False,Case 1
01R71078498,True,False,False,Case 2
01R71078499,True,False,True,Case 1
01R71078500,True,True,False,Case 1
01R71078501,True,True,False,Case 1
01R71078502,True,False,True,Case 1
01R71078503,True,True,False,Case 1
01R71078504,True,True,False,Case 1
01R71078505,True,True,False,Case 1
01R71078507,True,False,True,Case 1
01R71078509,True,False,True,Case 1
01R71078511,True,False,True,Case 1
01R71078514,True,True,False,Case 1
01R71078516,True,False,True,Case 1
01R71078517,True,True,False,Case 1
01R71078518,True,False,True,Case 1
01R71078519,True,True,False,Case 1
01R71078520,True,True,True,Case 1
01R71078521,True,False,False,Case 2
01R71078522,True,True,True,Case 1
01R71078523,True,False,False,Case 2
01R71078524,True,False,True,Case 1
01R71078525,True,False,True,Case 1
01R71078526,True,False,False,Case 2
01R71078527,True,True,False,Case 1
01R71078528,True,True,False,Case 1
01R71078529,True,False,True,Case 1
01R71078530,True,False,True,Case 1
01R71078531,True,True,False,Case 1
01R71078532,True,False,True,Case 1
01R71078533,True,False,True,Case 1
01R71078535,True,True,False,Case 1
01R71078536,True,True,False,Case 1
01R71078537,True,False,True,Case 1
01R71078538,True,False,False,Case 2
01R71078539,True,False,True,Case 1
01R71078540,True,True,False,Case 1
01R71078541,True,False,True,Case 1
01R71078542,True,True,False,Case 1
01R71078543,True,False,True,Case 1
01R71078544,True,False,True,Case 1
01R71078545,True,True,False,Case 1
01R71078546,True,False,True,Case 1
01R71078547,True,True,False,Case 1
01R71078548,True,False,True,Case 1
01R71078549,True,True,False,Case 1
01R71078550,True,True,False,Case 1
01R71078551,True,True,False,Case 1
01R71078552,True,True,False,Case 1
01R71078553,True,True,False,Case 1
01R71078554,True,True,False,Case 1
01R71078555,True,True,False,Case 1
01R71078556,True,True,False,Case 1
01R71078557,True,True,False,Case 1
01R71078558,True,True,False,Case 1
01R71078559,True,True,False,Case 1
01R71078562,True,True,False,Case 1
01R71078563,True,True,False,Case 1
01R71078564,True,True,False,Case 1
01R71078565,True,True,False,Case 1
01R71078566,True,True,False,Case 1
01R71078567,True,True,False,Case 1
01R71078571,True,False,True,Case 1
01R71078579,True,True,False,Case 1
01R71078580,True,True,False,Case 1
01R71078581,True,True,False,Case 1
01R71078582,True,True,False,Case 1
01R71078583,True,False,True,Case 1
01R71078585,True,False,True,Case 1
01R71078586,True,False,True,Case 1
01R71078587,True,False,True,Case 1
01R71078589,True,False,True,Case 1
01R71078590,True,False,True,Case 1
01R71078592,True,False,True,Case 1
01R71078595,True,False,True,Case 1
01R71078597,True,False,True,Case 1
01R71078599,True,False,True,Case 1
01R71078601,True,False,True,Case 1
01R71078602,True,True,False,Case 1
01R71078603,True,True,False,Case 1
01R71078605,True,True,False,Case 1
01R71078606,True,True,False,Case 1
01R71078634,True,True,False,Case 1
01R71078636,True,True,False,Case 1
01R71078638,True,True,False,Case 1
01R71078641,True,True,False,Case 1
01R71078645,True,True,False,Case 1
01R71078646,True,False,True,Case 1
01R71078647,True,True,False,Case 1
01R71078648,True,True,False,Case 1
01R71078651,True,False,True,Case 1
01R71078652,True,False,True,Case 1
01R71078653,True,True,False,Case 1
01R71078654,True,True,False,Case 1
01R71078655,True,True,False,Case 1
01R71078656,True,False,True,Case 1
01R71078657,True,False,True,Case 1
01R71078658,True,False,True,Case 1
01R71078659,True,False,True,Case 1
01R71078662,True,False,True,Case 1
01R71078664,True,True,False,Case 1
01R71078665,True,False,True,Case 1
01R71078666,True,True,False,Case 1
01R71078670,True,True,False,Case 1
01R71078671,True,True,False,Case 1
01R71078672,True,True,False,Case 1
01R71078675,True,False,True,Case 1
01R71078676,True,False,True,Case 1
01R71078680,True,False,True,Case 1
01R71078681,True,False,True,Case 1
01R71078682,True,True,False,Case 1
01R71078684,True,True,False,Case 1
01R71078686,True,True,False,Case 1
01R71078688,True,True,False,Case 1
01R71078689,True,True,False,Case 1
01R71078690,True,True,False,Case 1
01R71078693,True,True,False,Case 1
01R71078695,True,True,False,Case 1
01R71078697,True,True,False,Case 1
01R71078698,True,True,False,Case 1
01R71078699,True,True,False,Case 1
01R71078700,True,True,False,Case 1
01R71078723,True,False,True,Case 1
01R71078724,True,False,True,Case 1
01R71078725,True,True,False,Case 1
01R71078727,True,True,False,Case 1
01R71078730,True,True,False,Case 1
01R71078731,True,True,False,Case 1
01R71078732,True,False,False,Case 2
01R71078735,True,True,False,Case 1
01R71078736,True,False,True,Case 1
01R71078737,True,True,False,Case 1
01R71078741,True,False,True,Case 1
01R71078742,True,True,False,Case 1
01R71078744,True,False,True,Case 1
01R71078749,True,True,False,Case 1
01R71078750,True,False,True,Case 1
01R71078751,True,True,False,Case 1
01R71078753,True,True,False,Case 1
01R71078755,True,True,False,Case 1
01R71078756,True,True,False,Case 1
01R71078757,True,True,False,Case 1
01R71078758,True,True,False,Case 1
01R71078759,True,True,False,Case 1
01R71078761,True,True,False,Case 1
01R71078763,True,False,True,Case 1
01R71078764,True,True,False,Case 1
01R71078766,True,False,True,Case 1
01R71078767,True,False,True,Case 1
01R71078768,True,False,True,Case 1
01R71078769,True,False,True,Case 1
01R71078775,True,True,False,Case 1
01R71078776,True,False,True,Case 1
01R71078777,True,False,True,Case 1
01R71078779,True,True,False,Case 1
01R71078781,True,False,True,Case 1
01R71078782,True,False,True,Case 1
01R71078791,True,False,True,Case 1
01R71078793,True,False,True,Case 1
01R71078794,True,False,True,Case 1
01R71078795,True,False,True,Case 1
01R71078796,True,False,True,Case 1
01R71078802,True,True,False,Case 1
01R71078803,True,True,False,Case 1
01R71078804,True,True,False,Case 1
01R71078805,True,True,False,Case 1
01R71078814,True,False,True,Case 1
01R71078819,True,False,True,Case 1
01R71078834,True,True,False,Case 1
01R71078835,True,True,False,Case 1
01R71078836,True,True,False,Case 1
01R71078843,True,False,True,Case 1
01R71078844,True,True,False,Case 1
01R71078845,True,True,False,Case 1
01R71078846,True,True,False,Case 1
01R71078848,True,True,False,Case 1
01R71078849,True,True,False,Case 1
01R71078850,True,True,False,Case 1
01R71078856,True,False,True,Case 1
01R71078857,True,False,True,Case 1
01R71078860,True,True,False,Case 1
01R71078862,True,False,True,Case 1
01R71078865,True,True,False,Case 1
01R71078866,True,False,True,Case 1
01R71078867,True,True,False,Case 1
01R71078868,True,True,False,Case 1
01R71078869,True,True,False,Case 1
01R71078870,True,True,False,Case 1
01R71078871,True,True,False,Case 1
01R71078872,True,True,False,Case 1
01R71078873,True,True,False,Case 1
01R71078874,True,False,True,Case 1
01R71078875,True,True,False,Case 1
01R71078876,True,False,True,Case 1
01R71078877,True,True,False,Case 1
01R71078879,True,False,True,Case 1
01R71078880,True,False,True,Case 1
01R71078881,True,False,True,Case 1
01R71078882,True,False,True,Case 1
01R71078883,True,False,True,Case 1
01R71078884,True,False,True,Case 1
01R71078885,True,False,True,Case 1
01R71078886,True,False,True,Case 1
01R71078888,True,False,False,Case 2
01R71078889,True,True,False,Case 1
01R71078891,True,True,False,Case 1
01R71078893,True,True,False,Case 1
01R71078895,True,True,False,Case 1
01R71078897,True,False,True,Case 1
01R71078898,True,False,True,Case 1
01R71078899,True,False,True,Case 1
01R71078900,True,False,True,Case 1
01R71078902,True,False,True,Case 1
01R71078903,True,False,True,Case 1
01R71078904,True,True,False,Case 1
01R71078905,True,True,False,Case 1
01R71078907,True,True,False,Case 1
01R71078927,True,True,False,Case 1
01R71078928,True,True,False,Case 1
01R71078929,True,True,False,Case 1
01R71078930,True,True,False,Case 1
01R71078932,True,True,False,Case 1
01R71078937,True,True,False,Case 1
01R71078938,True,False,True,Case 1
01R71078939,True,True,False,Case 1
01R71078940,True,True,False,Case 1
01R71078943,True,False,True,Case 1
01R71078944,True,False,True,Case 1
01R71078945,True,True,False,Case 1
01R71078946,True,False,True,Case 1
01R71078948,True,True,False,Case 1
01R71078949,True,False,True,Case 1
01R71078953,True,False,True,Case 1
01R71078956,True,True,False,Case 1
01R71078957,True,True,False,Case 1
01R71078958,True,False,True,Case 1
01R71078960,True,True,False,Case 1
01R71078961,True,True,False,Case 1
01R71078963,True,True,False,Case 1
01R71078964,True,True,False,Case 1
01R71078965,True,False,True,Case 1
01R71078966,True,True,False,Case 1
01R71078967,True,True,False,Case 1
01R71078970,True,True,False,Case 1
01R71078973,True,False,True,Case 1
01R71078974,True,False,True,Case 1
01R71078975,True,False,True,Case 1
01R71078981,True,False,True,Case 1
01R71078982,True,True,False,Case 1
01R71078983,True,True,False,Case 1
01R71078984,True,False,True,Case 1
01R71078985,True,True,False,Case 1
01R71078987,True,True,False,Case 1
01R71078988,True,True,False,Case 1
01R71078989,True,True,False,Case 1
01R71078990,True,True,False,Case 1
01R71078991,True,True,False,Case 1
01R71078992,True,False,True,Case 1
01R71078993,True,True,False,Case 1
01R71078995,True,False,True,Case 1
01R71079022,True,True,False,Case 1
01R71079025,True,True,False,Case 1
01R71079026,True,True,False,Case 1
01R71079027,True,True,False,Case 1
01R71079028,True,True,False,Case 1
01R71079029,True,True,False,Case 1
01R71079030,True,False,True,Case 1
01R71079031,True,False,True,Case 1
01R71079032,True,False,True,Case 1
01R71079033,True,True,False,Case 1
01R71079035,True,True,False,Case 1
01R71079036,True,False,True,Case 1
01R71079037,True,True,False,Case 1
01R71079038,True,True,False,Case 1
01R71079040,True,True,False,Case 1
01R71079041,True,False,True,Case 1
01R71079043,True,True,False,Case 1
01R71079045,True,True,False,Case 1
01R71079048,True,True,False,Case 1
01R71079049,True,False,True,Case 1
01R71079051,True,False,True,Case 1
01R71079055,True,False,True,Case 1
01R71079056,True,False,True,Case 1
01R71079058,True,False,True,Case 1
01R71079059,True,True,False,Case 1
01R71079060,True,True,False,Case 1
01R71079062,True,True,False,Case 1
01R71079063,True,True,False,Case 1
01R71079064,True,False,False,Case 2
01R71079068,True,False,True,Case 1
01R71079071,True,True,False,Case 1
01R71079072,True,True,False,Case 1
01R71079079,True,True,False,Case 1
01R71079088,True,False,True,Case 1
01R71079105,True,False,True,Case 1
01R71079106,True,True,False,Case 1
01R71079108,True,True,False,Case 1
01R71079126,True,True,False,Case 1
01R71079127,True,True,False,Case 1
01R71079129,True,True,False,Case 1
01R71079130,True,True,False,Case 1
01R71079131,True,False,True,Case 1
01R71079132,True,True,False,Case 1
01R71079133,True,True,False,Case 1
01R71079134,True,True,False,Case 1
01R71079143,True,True,False,Case 1
01R71079144,True,False,True,Case 1
01R71079145,True,False,True,Case 1
01R71079146,True,True,False,Case 1
